idMeme,nombreImagen,URL,Cuenta,Shares,MeGusta,MeEncanta,MeDivierte,MeAsombra,MeEntristece,MeEnoja,PRI,PAN,MORENA,INDEPENDIENTE,POSITIVO,NEGATIVO,NEUTRAL,textoDentroImagen,textoPublicacion,localización cuenta,Comentario1,URLComentador1,LocalizacionComentario1,Comentario2,URLComentador2,LocalizacionComentario2,Comentario3,URLComentador3,LocalizacionComentario3,Comentario4,URLComentador4,LocalizacionComentario4,Comentario5,URLComentador5,LocalizacionComentario5,NombreEquipoDelfin,Observaciones
74,memes88.jpg,https://www.facebook.com/memessigloXXI/photos/p.1610578279036727/1610578279036727/?type=1&opaqueCursor=AbpaYkKUv-b22MX26f1hFSJDxHGGwfZKhkxYsNTfYgCSZnPGBrv9LtjWj4kllEBJ_E_dn5ZtxtddevtyuC658T8dKhb-Dw3CXLNPovkc-ovUUH7byuKMfTtM74SZfghyzPO5g1_1sZE6SzRnnKpwUphsptK7xElR_XyaMVcH8rUnQC-GVym5VmXr2fQnqEnTPXxHfs0sSF8aIywNIZ84GZ9ofIVoVEhIRtQKvmn1r5iHyCL05fUL2LmHDRbYeKj46cEoqDZ6eVGLFBWqKVy8XUxfuQHY96jB4o8_mfN2cRM02DL8Pib9b3gGxlKF5W58Id79CpWTlvcaLmVFHRiW_LXeBWMxyuewojWoZH56o5MOLfNbYqR_8o77YsbR42D6nr2nyddgrua-SXs_o4MdH3qNSLXlhFOZX7R3i-uOQUv2IiwrePe7Zr-Sv0rV2qnrUHZiglPfb0MSGkoujNKuVVFd&theater,Memes,18,11,0,6,0,3,1,0,0,1,0,0,1,0,VOTA POR AMLO EN MÉXICO Y POR PETRO EN COLOMBIA ES SEGUIR LOS PASOS DE VENUEZELA Hermanos voten bien,AMLO en México y Petro en Colombia quieren seguir los pasos de Chávez y Maduro en Venezuela,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tec,n/a
75,memes89.jpg,https://www.facebook.com/photo.php?fbid=1410180689126016&set=p.1410180689126016&type=1&opaqueCursor=Abo4F4X-dA5PPbBTS9lmBzB_opUKuR8cAfYUIpe65peNa5dqnXuT64Jgn4Qh_uVL7mIISZCgT_QN51tRUnJgzvLGl7TwkGmD19lX5qc4UJ-7G-saa56766fApFf70KRXNISA99uqUn9FQutrxoug-szyV4QrslCJpwLFCOSpjt0TtbIQYEss9k3TKOX05I_KTjUwvIcqqXOhEJlm453P6c4M2jklFOaF9HxT_x4YzZ9RW8dCcN27DWFr0O4yVP-5lxTy6Dxzqxp0VL0zWtq3SWD2iyaoe_1PGDvMeBMjY_Hz5GmfYsVBrT0_hv1_K_xrdYIWd32PwtYzLYfvQCiJFzDnl_l7nlQiIfvcUc_gd3NbAOpzZNYVx6aq60iCQxVQwuwlSHoBTVQ9VMNGT3uRXoGD&theater,Alejandro Bourgeois Salas,0,2,0,7,0,1,0,0,0,1,0,0,0,1,Memes por si gana AMLO Memes por si pierde AMLO Porno de caballos A TRABAJAR,Para los que criticaban mis memes de que iba ganar AMLO ahora los que vienen por que ya gano,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tec,n/a
76,memes90.jpg,https://www.facebook.com/photo.php?fbid=10156077437234003&set=p.10156077437234003&type=1&opaqueCursor=AbpTdNYSCiU9D9uiyWHndQFB5fnwBJg5jgcAFnjIuv9NJqi507o4UL8YvsFYqwud0dWdRGs5jwm2pjEN_aZTEyKxBXGrn7JFrTqins31BDUxQDTZrktk0VTxgp3cY56Hp-lsdy2_G1WMn3uVmdok_e52C4X3rgwd6C8tZFM1jO4tDIEBZfEP3kRjEb6xb9iJQ-pAd7nVEjZbh9c-nRKP0PU1utIaf2jwDBB-9F-wKBV7aayQKIdHm5VfUxaq4xCrFPEHD0fUIhj61xzYWE0-zubU_4BeQp04mDpdcW_wgguWWP-qm7v0Yb3x9OJBqi7M8lWgXzmUf84aebXcUZFuexJEUzPgJ5bFxaRjT_9rENIvbKWlAx_pXNXJVod87knOqHOTQOLuztrdlHW5B2qEyxgC_wasdbJgreQqRtB18qv8JA&theater,Carlos Gustavo Pérez Morales‎Memes Pro AMLO y MORENA,1312,74,23,2,4,0,0,0,0,1,0,1,0,0,"""CUANDO A UN HOMBRE LO SIGUE UN PUEBLO ENTERO, ES POR QUE EL CORAZÓN EN LAS MANOS LLEVA"" AMLO",Carlos Gustavo Pérez Morales‎Memes Pro AMLO y MORENA,Es un honor estar con Obrador!,https://www.facebook.com/FLAKNAUTIK?fref=hovercard&hc_location=ufi,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tec,n/a
77,momaso_1.jpg,https://www.facebook.com/AscoDeweyOficial/photos/p.2148632418753465/2148632418753465/?type=1&opaqueCursor=AbokgwMin4nJQ16z2hVstIMqqxOB5kCiDtVMKKUwvZWHXAFpZiz-cVe-rdFfE_WWu9-DEqgF848YKP6okMPRj48e3ir-qqeV6nU4WL0gSzg1w3G0VHWmF9zoGPMIJ0GCygBZXF4X41GuHKL5dn7OCrs5kCOznODsvhBl3rQzYSlBLHXzezAFyGVQTnZpF058MHvAxW5kf4rtk2mSLWXK-cTeZui4p279_NlLB9gu5Ccg7XGKT5pcYCm-nkUpM2Lof-PxdALo9pSYOAr6AixWxICXWoi0d_VTNThPBt8o7IxZp8v7JgbpSBQX6K_BzlCNT4i3_KwtWIr5D7W4EWGUUI-wp13P1WvYRReNWtkqUeRpQKXJdb8ZLZdeHfpTQ8wdDqcc11uIOk0ssLu8BZMcerT0p9cHvE7SlF47qAKcrBipfYkiUsWUZYY0-JeXI27D7HyzBnHBHV9zomGBm-9GRIq3&theater,asco dewey,21209,926,26,119,8,33,181,1,0,0,0,0,1,0,¿Que hay detras del PRI?,Para los que quieran votar por ellos estás elecciones...!!!,n/a,Que pedo con esta página? El PRI es malo Y morena no se queda atrás jajajaja,https://www.facebook.com/sergio.cabrera.7545708/about?lst=100001511175976%3A100005790842206%3A1531161957,n/a,WOW no lo había visto de esa manera igual votaré por ellos pero me haz dado en que pensar,https://www.facebook.com/jose.arregocesibarra.1?fref=ufi&rc=p,guadalajara,"Pero lo de Ayotzilacra fue por parte del PRD, los amiguitos de amlo, por cierto",https://www.facebook.com/aporia.atlas?fref=ufi&rc=p,veracruz,Falto toda la bola de ratas producidas en el PRI que mudaron de piel a MORENA,https://www.facebook.com/santillan.david?fref=ufi&rc=p,cdmx,"Está mal Carmen salinas, pero está bien Cuahutémoc Blanco?",https://www.facebook.com/sandra.gutierrez.12382923?fref=ufi&rc=p,n/a,Sonora-ITAP,pagina de facebook con memes muy fuertes
78,momaso_2.jpg,https://www.facebook.com/202571027210339/photos/p.231437110990397/231437110990397/?type=1&opaqueCursor=Abq92VNyx0mGG9pBXBCDUq6amFlKUWH5ZZlUl0iBBqvlEotbT06Oty8AfVAVxHWxximD8SIFvx6nQv6fvV5k9gBelGcwQX81Ji57YjiXTtjaeSWthY6Hv0EnhCiUtD42SCk3fUS2k0Z_VPTJjHacSpti6SHK9TFy50xrQJ4e-43rAk5zwX4-icli3KjDvy5ycDFwAt2lEsE0xAzaYdZBxCbvPZ1LTO76mlLNyn5MMQ479_r8OxxmtwXv3PFyY8T8Nqd8ISQUx6LCEyjW9SNb_se6gTYPQbab71XxY6LLIddaoeSZLaeQlpfILTXXAgqqFSgaLO-8Bumk00IyMny-aLhz8GAPmuYc3Ar5KfMmL4kyZfVKr-m0XaMhKtMI_YP8q2GmFB4SgoZvV2n3JXHqY_3fLG10CEezMIM-Oi7AWVTw6A-tqzWt0ZWM2iRxYazHQj0&theater ,Memes Elecciones Zapotiltic 2018,21,26,0,58,0,0,0,0,1,0,0,0,1,0,Cuando ves a todos apoyando a otros partidos y tu eres el unico que todavia cree en las mentiras del pan,n/a,n/a,Pinches memes pendejos como el ke loa ase,https://www.facebook.com/harry.silva.1253?fref=ufi&rc=p,Ciudad de México,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Poca gente lo sigue
90,momaso_3.jpg,https://www.facebook.com/SDPitorreo/photos/basw.Abru3IGMz-FoXZ06e-gTETux-sdKnr8d7TqlkYXR6bXkJTPkdNPO-5_NqWwIM3VKGOTeOJPlSma4Q_lQu0BHhlP98b0dmB520qPH6uU-oyvA4kD525k1on3EZkkbLfsJ4xdd5JxuNPSEltZh3W4l6Ots.1074384712675270.1609636379102291.2116693445042372.988933074591068.1609636449102284.498943933793169.1363451013800479.1830807270282170.1843735985656625/498943933793169/?type=1&theater,SDPitorreo,949,1000,36,1400,3,3,4,0,1,0,0,0,1,0,No disparen soy panista-Y que haces en el PRD?-Necesito votos,Ricardo Anaya y la hambruna del PAN,n/a,Se necesita sacar al PRI de los pinos e impedir que el corrupto del peje llegue al poder ,https://www.facebook.com/profile.php?id=100013497642923&fref=ufi&rc=p,n/a,Todos los hipocritasrepresentantes de sus partidos necesitan votos y actual de manera desleal respecto a la anticipada propaganda.,https://www.facebook.com/profile.php?id=100014453414647&fref=ufi&rc=p,Monterrey,Y viceversa,https://www.facebook.com/pepe.rosas1996?fref=ufi&rc=p,cdmx, La neta,https://www.facebook.com/rigoberto.herrera.7545?fref=ufi&rc=p,cdmx,Patadas de ahogado...,https://www.facebook.com/AmaranthLoMi?fref=ufi&rc=p,guadalajara,Sonora-ITAP,Pagina de noticias contra amlo y anaya
79,momaso_4.jpg,https://www.facebook.com/SanjuanaMartinezPeriodista/photos/basw.Abru3IGMz-FoXZ06e-gTETux-sdKnr8d7TqlkYXR6bXkJTPkdNPO-5_NqWwIM3VKGOTeOJPlSma4Q_lQu0BHhlP98b0dmB520qPH6uU-oyvA4kD525k1on3EZkkbLfsJ4xdd5JxuNPSEltZh3W4l6Ots.1074384712675270.1609636379102291.2116693445042372.988933074591068.1609636449102284.498943933793169.1363451013800479.1830807270282170.1843735985656625/1843735985656625/?type=1&theater,Sanjuana Martinez,181,109,8,158,2,0,2,0,1,0,0,0,1,0,Aqui subiendo la suavicrema a ver si alcanso a amlo,Los memes de Anaya,n/a," Señores priistas,un favor:no vayan a quitar de sus importantisimos cargos a javier lozano,aurelio nuño,luis enrique miranda nava,carolina monroy del mazo,alfredo del mazo,erubiel ávila,jose manzur,ernesto nemer y sobre todo al guero enrique ochoa reza pues nos están ayudando,y mucho,a mantener en el fondo y sin rumbo a jose mead,muchas gracias.
PD:su segunda carta,ricardo anaya tampoco da una.",https://www.facebook.com/profile.php?id=100010250291127&fref=ufi&rc=p,Oaxaca," Ya le estan echando la mano en las encuestas para alcanzar a amlo, ¡sólo así! plan b del pri.",https://www.facebook.com/vale.duran.5201?fref=ufi&rc=p,n/a,Cuidado! se puuede caer y embarrar de caca toda la suavicremaaaaa!,https://www.facebook.com/alejandro.garciaguerrero.3,n/a,Nunca lo lograra,https://www.facebook.com/andres.salamanca.568632?fref=ufi&rc=p,n/a, Está chido,https://www.facebook.com/efrain.carrera.5015?fref=ufi&rc=p,Morelia,Sonora-ITAP,Pagina de Periodista
81,momaso_5.jpg,https://www.facebook.com/hispanosenlosesclavosunidos/photos/p.2169396143294536/2169396143294536/?type=1&opaqueCursor=Abrig-4_2xZ-ME33FDfnLgGoKSY2Z6EEjhz8YRxCFnO5owRywbIzVfv7XpobtZe03etDccCM6UNXdq39JyXRbqyjWJQ2SqATy_toBXHVVB78Zb3so1zVBr7vhR8yFdWKu2Fg5RcZMRgNOOvh-KTz8iBb20BXOdAnKlOoiZCoAvHDP8TGNIwx09y2k_eS3OOKhJ7sySF2caHE5wEY46lwnlLZzad5rewRfWhC1HirOVwNBt_qVovIdbK3cPuoJGvvRimCAayn1UtNVOnYH2hwcGjCKkSd8zVza_PAPeEzJguyYT7lJUP2owqAh0kVwDSM82dA-LwKt8u96U4G2ep27o9vUeNCQsyCe3o1txSiU8rlmYaWcmncYMorPEUPz8ltZH_gN5jA1MOGY37wH2jwDsD2pgRI84gI4fJrRh0SsUEn5UcXaye3RQPiMGpb-r8Gowehv5xzkAes_1LSXSp-cT61fygujy-TaGDhymjA7rtW9w&theater,Hispanos En Los Esclavos Unidos,77,80,0,60,2,0,1,1,1,1,0,0,0,1,Si es por el bien de méxico...,No le quedó de otra a Vicente Fox que entrarle a los MEMES. Esto fue lo que tweeteó.,n/a,Jajajajaja tas jodido puto rico pobre puto botas miadas,https://www.facebook.com/profile.php?id=100015888761971&fref=ufi&rc=p,n/a,"Seacavo.larateriada.mr.foxi
Y.tanvien.lamillonada",https://www.facebook.com/profile.php?id=100023583156033&fref=ufi&rc=p,n/a,Jajajajaja,https://www.facebook.com/mingo.garcia.372?fref=ufi&rc=p,n/a,astuto y convencieron!!!!!!!,https://www.facebook.com/luiseduardo.nunezgutierrez.3?fref=ufi&rc=p,cdmx,n/a,n/a,n/a,Sonora-ITAP,Pagina pocos seguidores
82,momaso_6.jpg,https://www.facebook.com/nuestras.noticias.morelos/photos/p.1171993269604097/1171993269604097/?type=1&opaqueCursor=Abr3kx18EQUKLizfo8JERf4WLLLGeB4jSme6zUqpStlQSt-4j5lym_ANvkOquQgoQOlLzR7CJkyBNRgWmaTJaBirrEl_JwAgHYjKCA3Wn-YzV1RWm10a9J4aReLUwlpgdUlWqty6bvLqmRwv9mFGN6C-FEPYp-O2IlxYQ0r68qX7exPJEPDVRGfh9n6Hyi4CVARmwvwehJi7Di3Soy6q1yHlwAaVrMyKcvHFC8FMDY5EDyfFzVYCcQ8IfGIpz6iba_Sd6QVWODWIMudkgslgYGRZlg4frFwvrejrsOI2fiylSE3A46FpXrZBpQP6eCk3eMs1NOTK7vX6oRoXkxCQxSufQx_llnLfTvGKxDmOPLP7_VpaTMDb6eVmzoX8UiBgd55gnEljwl2oHAn3klP7LigoBgUe8nW3JVCl231LTjNUjBzYKyjiQVh2-RO8u4HXZUrhA2w180Sb5NuSRshg5hO5&theater,Nuestras Noticias Morelos,57,9,0,2,0,0,0,0,1,0,0,0,1,0,Primera encuestra que pone a Ricardo Anaya en Primer lugar,Circula en la red los memes de Ricardo Anaya después del vídeo ligado al caso de lavado de dinero.,Morelos,Por fin arriba en las encuestas el mejor lavador,https://www.facebook.com/mauricio.navarro.372?fref=ufi&rc=p,n/a,Sin duda Ricardo ANAYA gana,https://www.facebook.com/yuridia.Acu?fref=ufi&rc=p,n/a,Riquin arrasaste,https://www.facebook.com/jesus.palacion.1?fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Pagina de noticias 
83,momaso_7.jpg,https://www.facebook.com/128159781249337/photos/p.247549642643683/247549642643683/?type=1&opaqueCursor=AbqBert2tPItjO0yVEytvLTREIF87pCi1PwuLz_9wCMpA6pAbYS8V4Q3fkHjVupychuCzIZs0NctkhdOKM_W6pjJeeNkeiTUEV60caJ4L8wbxZxyQK7KdTfiQm5sJZhFYlaWWpQUafzN5uUz_gEtYnpF0VPNBS_IaTAwl-FvRzBjv0xP7cmFbzfg6Vzhoq4OaXReo95N0tlOrgz7xb2_Mhr9HAbXGbVRfaBJxJclgTeUAQKolEc1Xm20u7xc-TwwtS6jNinoHVkWuWYTEjxbA_kZ2wXlu16Lu-XisQoFzZCROmszQMbDjzuEKuMFtSGKC2dv7eYIV11__4PswnOyGdu_7-u8uubwzKjAHoJOow-oW6laea_QNgR5HrmclMcYBlcjgep1ZsmZ3vVmXkBX18dq&theater,Jalberebel,7,2,0,3,0,0,0,1,0,0,0,0,0,1,no me quiero ir mexico quien les dara tantos memes,Nooooooo se nos va #peñabebe quien nos alimentará de buenos memes #peñanieto #elecciones #elecciones2018 #mexico #ine #amlo #meade #anaya,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Pagina de pocos seguidores
84,momaso_8.jpg,https://www.facebook.com/TabascoNoticiasOficial/photos/p.2077775542495290/2077775542495290/?type=1&opaqueCursor=AbpMHYM57oY0rf7VNw6SrsYlb5VhbOsoMzvtIujS9ojfTt4IYIbDC4iYt1kS96FXkYfVunKkAFO0b0pBL9YaJcplZ0UaCsIg0SeheQQTj3fkeQCkevnOR2F_tdaQmIyjif5jd3gXvgw7wz2Cu0XwMNVbUWYqmJi-9GbqW1fM8_3EmRUwZzW5rwnthc8ORdm4CKDo67YjdMHa6hPqcHE17ld0yLWQyZtv604qePRmSUeg8LzYrHHj0Mmm9igMDRzoAPwcgWjykw02jXVZa9XMJaOXvbZ5cPeFFbrvVvgfHXQvKHJ9nKrvBvyG5CCxzTqu8SYSjUDBhfWcP2wYZMjB6pcM8pr40m7ExoXsBwyvrimmlhFz3OHOh37rWbDrGdykIBJXvGHEs4crIkCbUOYghAAwxLRG1n6oITV5JKKJEaEyzjX1sWWK9ynfuASngUBmlcrj9SXIckrCouvuRk1ZEZRx&theater,Tabasco Noticias,127,7,0,17,0,0,1,0,1,0,0,0,1,0,n/a,n/a,Tabasco,Miren nada mas saben kien es es al que muchas mujeres del valle le han andado asiendo propaganda y que creen el bienestar para las mujeres y que no se ke tanto dice y aya por do de ase sus campañas manda regalarles una botellita de agua de esas de menos de 200 mililitros jajaja como ben,https://www.facebook.com/profile.php?id=100025538120993&fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Pagina de noticias
85,momaso_9.jpg,https://www.facebook.com/158027181566118/photos/p.175611743140995/175611743140995/?type=1&opaqueCursor=AboyTU88e-Cyd0NAqM1ySA9ZhZRdEXnwb35f_VWzyUx-pcQrnWK7zYgUgBPi17AipLQksqYcVe8YTLn9F1H9gOMy30Z2qOwg27d2Ni1jlM4qJjcMjqN4M7J5TIUgn65n2obN0OypeTyKZE_GszSLtY2zfaIiPhb5xZecNq1qneQrsYtw82MmyjU-ZXA9sJWj9iQIse3yWS461PLzeuVW9_eyhlQaXNI0xsCUpJ3uOzd6rrX32K7GqQXBO_13uKw64TSNdnQyXs8_kAlEDHMji0nOT86HZ0IrbI7n5ZxqCNfNqxD3qpClzHlXWnDVakm3irckoULzhtHXRoV425mMSRuUfqTV_jJioM3W6YI01-hZAAsZx9KPzvjCc8cljxdgau4BD0PNllvDmqGUJ44OReHZ7pgnGpw72k0_HkZMANf6VrV1tFlMmoHenBOXLi1BsW9arkOa6qF1jMyfWaWFB5X4glcxXbnN6KWbYFhmzzqBGgb9enu9XeWU5OIKaGGnb-0mXhfrwDTxk1g7aBE8UzNT&theater,Memes de a pie,1527,81,57,292,1,0,0,1,1,1,0,0,0,1,n/a,Anaya vas a caer,n/a,awebo jajaja,https://www.facebook.com/profile.php?id=100007710607797&fref=ufi&rc=p,Tijuana,"La venganza de AMLO, desde 2006",https://www.facebook.com/profile.php?id=100007955986138&fref=ufi&rc=p,Tamaulipas,Chingon xD,https://www.facebook.com/luisalfonso.martinezgomez?fref=ufi&rc=p,cdmx,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Pagina apoyo a AMLO
86,momaso_10.jpg,https://www.facebook.com/juanfutbol.mx/photos/a.563880237058499.1073741828.556568774456312/1784033298376514/?type=3&theater,juanfutbol,6433,2700,103,10000,13,0,13,1,0,1,0,0,0,1,ese es mi cuadro de neymar pero no lo toques porque se cae,jajajajajajaja ese Peña es un loquillo,n/a,"Jajaja Neymar que has ganado? Lárgate de Brasil y del fútbol le haces daño al deporte. Aprende algo de Hazard , Maldito asqueroso",https://www.facebook.com/alberto.arroyohernandez?fref=ufi&rc=p,Naucalpan de Juárez,Trabaja en las novelas Neymar,https://www.facebook.com/profile.php?id=100014505524154&fref=ufi&rc=p,n/a,Más bien se rompe,https://www.facebook.com/profile.php?id=100012320798912&fref=ufi&rc=p,n/a,Jajajjajajjajaja no ma jajja,https://www.facebook.com/profile.php?id=100008659932160&fref=ufi&rc=p,cdmx,Muy bueno jaja,https://www.facebook.com/paulocesar.torres.7?fref=ufi&rc=p,guanajuato,Sonora-ITAP,"pagina que habla mas de futbol, pero con esta imagen la mayoria le causa mas gracia Neymar"
87,momaso_11.jpg,https://www.facebook.com/photo.php?fbid=639185279770163&set=a.164880707200625.1073741829.100010360905147&type=3&theater,Wesley González Pavón,33294,759,575,4200,38,4,7,1,0,1,0,0,0,1,"yo, con la beca de peña. yo, con la beca de amlo","ADIÓS LORD PEÑA, BIENVENIDO LORD AMLO","Coatzacoalcos",Angel Abarca ahora si te va a mantener el gobierno,https://www.facebook.com/PaolaElizabethMac?fref=ufi, Zihuatanejo,Javier Reyes este sera tu año campion!! Jaja,https://www.facebook.com/aracely.rocke.1?fref=ufi,matamoros,"Yesi, Mary, Jonathan, ahora si hay que sacar la beca alimenticia, seguro y con Chiripas nos agregan hasta un consomé :D",https://www.facebook.com/profile.php?id=100008327052023&fref=ufi,Michoacán,"Majo Aguilar, arriba AMLO, JAJAJAJAJAJA.",https://www.facebook.com/juansebastian.cedenobedoya.5?fref=ufi,neiva,Súper real amor Papi AMLO UwU,https://www.facebook.com/brendita.cabreraalvarez?fref=ufi,n/a,Sonora-ITAP,perfil de facebook personal con mucha influencia en las personas
88,momaso_12.jpg,https://www.facebook.com/photo.php?fbid=530726040662563&set=p.530726040662563&type=1&opaqueCursor=Aboe0W1zae5it3soXjCfq81NJEQ94f4ZLdW1T8uktpDdGhks7ttBuaRWGWN3GXiyx5hQdsqGyrfEDieGGGiqz8LBGfXtaf7UOm7SPVuhfkcJ_13BTmYJBn57sZMFWy28y0ILAUSUC3vnTPQslSVdVAuvEgLDyI-45OCBGk6rE3gDbgJfMB6fGQzLyO4ivvTsGchxudo-KhbTVcLnlTV-tx8DSMChlbJLk8fibBjyN63eVuE4OoZO4WLlVk91zgIEE-pA35fKSLS8ji-0Lw5d4arxEbeE61mT7vhOzftHrataHmzXAJiXELA1u6jUYyKVUU50bEqyi7JZYPQUMjb3IQbX44T_bGVY4Xcs0wJw1CVtQVGIz-5oQC1D8iNbUkEyAr5pAewEhX-antzCF5uVimL7tmsPgmtqLOlKamdgXhebH_jtBQ3osSUASD8WIc9eDuCfmCSjg01cdm0_UDzb4QWZ3fp-S8Xx_kGGqB25d0Vy_g8B62IZZAyIvCHb0VWY0JaYOWCsxWlzyJ0R-KSy-fZC&theater,Francisco Zamudio Muñoz,19,4,0,0,0,0,0,0,1,0,0,0,1,0,Ricardo Anaya en el debate,¿Y Meade?¡Lo esfumaron del mapa en redes sociales!,Michoacan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Perfil con influencias
89,momaso_13.jpg,https://www.facebook.com/photo.php?fbid=10214579000725978&set=a.2041433672710.2109349.1150350979&type=3&theater,Crespo Surian Adalberto,23297,411,69,516,3,1,0,1,0,1,0,0,0,1,Privatizas algo de aquí a diciembre y te parto tu madre,Ese es un Tabasqueño,Villahermosa,ps q no baje pero q ya no suba nada d lo q dijo tampoco va aregale las cosas q barbaridad ay q trabajar nada es gratis y del cielo tampoco caen las cosas,https://www.facebook.com/profile.php?id=100012494497834&fref=ufi,Tuxtla Gutiérrez,Parece más como “ ni se te ocurra poner impuesto a mis pastillas”,https://www.facebook.com/DannielOrtegaA?fref=ufi,Xalapa-Enríquez, Ya c lo cargo el.payaso fox,https://www.facebook.com/vidal.xolotbeltran?fref=ufi,cdmx, No me dio risa porque es tabasqueño y un tabasqueño le hubiera dicho que lo va a matea’ diantre pue,https://www.facebook.com/valentina.cortes.336333?fref=ufi,n/a,Las dos más ratas q hay en la presidencia pñ y obr jajajaja,https://www.facebook.com/mauricio.tutmanrq?fref=ufi,n/a,Sonora-ITAP,discusión entre las personas acerca del presidente peña y amlo
90,momaso_14.jpg,https://www.facebook.com/photo.php?fbid=1790359254377894&set=a.341959562551211.78079.100002115115730&type=3&theater,Fernando García,44655,1100,60,5600,17,323,4,1,1,1,1,0,0,1,- Profe cuántos sellos son?-Su compañero tiene 32,Mi caso es como el de bronco!,Iztapalapa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,foto sin comentarios pero con muchas reacciones
91,momaso_15.jpg,https://www.facebook.com/toysbustersxalapa/photos/p.2030716080484515/2030716080484515/?type=1&opaqueCursor=AbpzJxPb4EElEyFbk8mk0wvuU_-SavnwlYFqjesmxjPqGjjFTf979x-MbE4-jakWnBgUhcod572eHjWeye_0opvoISlfC_B74ZWjl7VEQSIR2pgRUpxjka_8Funt4oYwPFwKE7EUuI4kyZ2oJqTaJcAl2SXcbtkX2Ld0PHe4EKAqv9p8RhQ9LIOioNUW9_IlxXYJwuzvQZ7uTTiH06g_gyHQ1bHLvraejOwo1xJ3WAG4JWDzXE3uSOVHXFkY9O26XyZ820z67mjIua2gdFDERCBbtklqOAqZ3KwWRHQ6utjCfmPVo67AJhZpyn9-e0PU_0KGdON52ojOEoidQPMlIyHubqp82bO9lACe4eBZO464Kilx7egHYBbSJNCyWb3iNwLfTKNnTJeTM98eYxI8A8feTG1IgLjm9x5_ippQ_TyWYe7pYm6iYWV1k77EMSYNnRDFecsBlcCKtW5SS33m0XeT8xCahTBXlNK4UaOzjLAwOyZ4YIDnSsfL9J715pvbulqTWHttEgKivCUzVeRdbqzW&theater,Toy's Busters,2,0,0,3,0,0,0,0,1,0,0,0,0,1,Anaya parece que está jugando Yu Gi Ho ALV,n/a,Veracruz,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sonora-ITAP,Pagina con pocos seguidores
92,momaso_16.jpg,https://www.facebook.com/photo.php?fbid=1990619317825249&set=a.1440849422802244.1073741830.100006315997441&type=3&theater,Luis García ,26975,674,99,1200,3,0,3,0,1,0,0,0,0,1,Ya quítale la pensión,Ya quítasela!!!,oaxaca,"Y que cumpla, que se largue.",https://www.facebook.com/profile.php?id=100009985359293&fref=ufi,Oaxaca de Juárez,No que no putito ahora que se chingue ya sacalo del país él lo dijo y que cumpla una sola vez en su vida,https://www.facebook.com/naomy.carlin?fref=ufi,Tijuana,"Que se chingue, ya de momento sin pensión.",https://www.facebook.com/ruelas.erick?lst=100001511175976%3A566616968%3A1531188111,Tampico,"Despídete de tu pensión millonaria, si antes solo te alcanzaba para tus frijolitos ahora no tengo idea para que te va alcanzar sin tu pensión de expresidente.",https://www.facebook.com/anton.espino?fref=ufi,Saltillo,Pinche hipócrita mala leche ese comentario lo hace con tal de q no le quite la pencion,https://www.facebook.com/adalberto.adal?fref=ufi,cdmx,Sonora-ITAP,mucho odio hacia vicente fox de casi todas las personas
93,momaso_17.jpg,https://www.facebook.com/ComaMusicOficial/photos/a.799670530050425.1073741834.205851292765688/2223370277680436/?type=3&theater,Músicos Mexicanos,15931,1400,95,5300,10,400,2,0,1,0,0,0,0,1,n/a,Jajaja,n/a,Estará tocando su versión de naruto jajaja ahí si se mamo xD,https://www.facebook.com/roberto.martinez.319247?lst=100001511175976%3A100000767539918%3A1531188826,n/a, Me dueles anaya jajajaja mi voto a la basura,https://www.facebook.com/estefania.castillo.50364?fref=ufi&rc=p,n/a,el tono bien berga del titanic jajajaja,https://www.facebook.com/jovannypcg?fref=ufi&rc=p,n/a,"adiós, vaquero.",https://www.facebook.com/eduardo.marquez.54?fref=ufi&rc=p,n/a,imagina que es la flauta pedorra,https://www.facebook.com/emmanuel.gedl?fref=ufi&rc=p,chillan,Sonora-ITAP,mucha burla hacia Anaya por su derrota
